"taxon","protectionscore_no_effectiveness_2024","protectionscore_no_effectiveness_2017","protectioncategory_no_effectiveness_2024","protectioncategory_no_effectiveness_2017","protectionscore_2024","protectionscore_2017","protectioncategory_2024","protectioncategory_2017"
"Psoralea angustifolia",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Psoralea asarina",10089.65,10001.25,"Well Protected","Well Protected",6458.99,5516.77,"Well Protected","Well Protected"
"Psoralea fascicularis",31.61,32.13,"Poorly Protected","Poorly Protected",15.459,11.017,"Poorly Protected","Poorly Protected"
"Psoralea foliosa subsp. gazensis",183.34,170.12,"Well Protected","Well Protected",183.34,170.12,"Well Protected","Well Protected"
"Psoralea swartbergensis",3555.9,3556.5,"Well Protected","Well Protected",2085,1781.45,"Well Protected","Well Protected"
"Psoralea trullata",4346.85,4284.75,"Well Protected","Well Protected",3183.105,2996.49,"Well Protected","Well Protected"
"Pterocelastrus echinatus",57942.7801724138,47206.5732758621,"Well Protected","Well Protected",47667.1443965517,33379.2995689655,"Well Protected","Well Protected"
"Pterocelastrus tricuspidatus",35550.5,32071.1,"Well Protected","Well Protected",27763,22206.275,"Well Protected","Well Protected"
"Pteronia camphorata",58425.1,57935.2,"Well Protected","Well Protected",39267.855,33298.13,"Well Protected","Well Protected"
"Pteronia hutchinsoniana",5391,5389.3,"Well Protected","Well Protected",3950,3195.05,"Well Protected","Well Protected"
"Pteronia membranacea",32038.4,12156.45,"Well Protected","Well Protected",31559.15,10761.85,"Well Protected","Well Protected"
"Pterygodium hastatum",16123.45,14421.15,"Well Protected","Well Protected",15534.125,13444.385,"Well Protected","Well Protected"
"Pycreus pelophilus",96936.3,92041.7,"Well Protected","Well Protected",95399.91,87005.37,"Well Protected","Well Protected"
"Rabiea comptonii",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Rafnia diffusa",1026.6,1031.3,"Well Protected","Well Protected",656.8,737.11,"Well Protected","Well Protected"
"Rafnia elliptica",8079.55,4202.7,"Well Protected","Well Protected",6684.875,2407.875,"Well Protected","Well Protected"
"Rafnia rostrata subsp. pluriflora",103.971304125032,103.996925441968,"Well Protected","Well Protected",61.1516781962593,53.5933897002306,"Moderately Protected","Moderately Protected"
"Raphionacme flanaganii",4842,4070.3,"Well Protected","Well Protected",4340.9,3630.3,"Well Protected","Well Protected"
"Restio andreaeanus",7379.75,7293.2,"Well Protected","Well Protected",4891.875,4707.8,"Well Protected","Well Protected"
"Restio burchellii",29656.2,29555.8,"Well Protected","Well Protected",17459.87,14864.7,"Well Protected","Well Protected"
"Restio cincinnatus",1810.8,1772.6,"Well Protected","Well Protected",1322.38,946.88,"Well Protected","Well Protected"
"Restio gaudichaudianus",107674.2,106727.9,"Well Protected","Well Protected",74791.79,69896.26,"Well Protected","Well Protected"
"Restio insignis",571.25,571.3,"Well Protected","Well Protected",299.075,350.17,"Well Protected","Well Protected"
"Restio nanus",5073.57357357357,5075.67567567568,"Well Protected","Well Protected",3179.57957957958,2461.35135135135,"Well Protected","Well Protected"
"Restio saroclados",6254.7,6240.6,"Well Protected","Well Protected",3245.13,3193.99,"Well Protected","Well Protected"
"Retzia capensis",4622.9,4591,"Well Protected","Well Protected",2451.1,2381.92,"Well Protected","Well Protected"
"Rhigozum brevispinosum",3953.75,3961.3,"Well Protected","Well Protected",3582.375,2716.02,"Well Protected","Well Protected"
"Rhinephyllum pillansii",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Rhodohypoxis rubella",3981.4,3984.9,"Well Protected","Well Protected",3981.4,3984.9,"Well Protected","Well Protected"
"Rhynchosia bullata",3104.95,3106.85,"Well Protected","Well Protected",1922.9,2309.625,"Well Protected","Well Protected"
"Rhynchosia galpinii",169.8,165.15,"Well Protected","Well Protected",167.475,82.575,"Well Protected","Moderately Protected"
"Rhynchosia genistoides",10,10,"Poorly Protected","Poorly Protected",10,10,"Poorly Protected","Poorly Protected"
"Rhynchosia minima",94709.7,89491.4,"Well Protected","Well Protected",94709.7,89491.4,"Well Protected","Well Protected"
"Rhynchosia reptabunda",15612.2,10778.9,"Well Protected","Well Protected",15612.2,10778.9,"Well Protected","Well Protected"
"Romulea hirta",192.05,192.3,"Well Protected","Well Protected",70.435,174.15,"Moderately Protected","Well Protected"
"Romulea obscura",4003,4007.1,"Well Protected","Well Protected",3268.57,2092.21,"Well Protected","Well Protected"
"Romulea sanguinalis",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Romulea setifolia",5760.2,5769.1,"Well Protected","Well Protected",3996.15,4495.37,"Well Protected","Well Protected"
"Romulea tubulosa",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Rubia cordifolia subsp. conotricha",14350.3,12502.6,"Well Protected","Well Protected",14350.3,12502.6,"Well Protected","Well Protected"
"Rubus rigidus",57026.7,55205.05,"Well Protected","Well Protected",57026.7,55205.05,"Well Protected","Well Protected"
"Ruschia aristata",68.66,68.66,"Moderately Protected","Moderately Protected",35.155,34.33,"Poorly Protected","Poorly Protected"
"Ruschia glauca",3781.95,3782.3,"Well Protected","Well Protected",378.195,1372.09,"Well Protected","Well Protected"
"Ruschia unidens",675.18,189.05,"Well Protected","Well Protected",675.18,188.62,"Well Protected","Well Protected"
"Salsola aellenii",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Salsola atrata",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Salsola barbata",330.3,330.33,"Well Protected","Well Protected",165.15,330.33,"Well Protected","Well Protected"
"Salsola exalata",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Salsola geminiflora",8,8,"Poorly Protected","Poorly Protected",4,8,"Not Protected","Poorly Protected"
"Salsola nollothensis",198.1,0,"Well Protected","Not Protected",196.9,0,"Well Protected","Not Protected"
"Salsola tetramera",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Salvia runcinata",30547,28618.3,"Well Protected","Well Protected",30547,28618.3,"Well Protected","Well Protected"
"Satyrium carneum",5370.5,5300.8,"Well Protected","Well Protected",2521.71,2574.44,"Well Protected","Well Protected"
"Satyrium longicauda",57276.9,51333,"Well Protected","Well Protected",52751.14,40478.56,"Well Protected","Well Protected"
"Satyrium muticum",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Satyrium pygmaeum",7914.3,7907.85,"Well Protected","Well Protected",5033.37,4285.225,"Well Protected","Well Protected"
"Schismus schismoides",16389.6,15492,"Well Protected","Well Protected",16389.6,15492,"Well Protected","Well Protected"
"Schistostephium umbellatum",8487.65,8381.35,"Well Protected","Well Protected",5532.475,4532.73,"Well Protected","Well Protected"
"Schizaea pectinata",62130.9,58026.9,"Well Protected","Well Protected",46234.23,39086.44,"Well Protected","Well Protected"
"Schoenoxiphium altum",1429.75,1430.9,"Well Protected","Well Protected",1141.14,750.45,"Well Protected","Well Protected"
"Schoenus cuspidatus",153634.6,141421.2,"Well Protected","Well Protected",120380.39,102856.14,"Well Protected","Well Protected"
"Schwantesia herrei",7177.5,7179.9,"Well Protected","Well Protected",717.75,717.99,"Well Protected","Well Protected"
"Searsia laevigata",55698.4984984985,54395.7957957958,"Well Protected","Well Protected",33836.3963963964,29806.9069069069,"Well Protected","Well Protected"
"Searsia scytophylla",21451.5,21443.45,"Well Protected","Well Protected",11230.925,12098.195,"Well Protected","Well Protected"
"Searsia zeyheri",22416.4864864865,21874.8648648649,"Well Protected","Well Protected",11190.527027027,12882.7027027027,"Well Protected","Well Protected"
"Sebaea rara",18.54,18.54,"Poorly Protected","Poorly Protected",18.54,9.27,"Poorly Protected","Poorly Protected"
"Secamone alpini",525891.304347826,489498.418972332,"Well Protected","Well Protected",426802.213438735,343620.434782609,"Well Protected","Well Protected"
"Selago cryptadenia",83,83.52,"Moderately Protected","Moderately Protected",41.5,49.755,"Poorly Protected","Poorly Protected"
"Selago eckloniana",455.75,445.45,"Well Protected","Well Protected",354.1,324.725,"Well Protected","Well Protected"
"Selago exigua",20,20,"Poorly Protected","Poorly Protected",10,10,"Poorly Protected","Poorly Protected"
"Selago fourcadei",538.15,538.7,"Well Protected","Well Protected",530.7,313.3,"Well Protected","Well Protected"
"Selago glandulosa",12.61,12.61,"Poorly Protected","Poorly Protected",6.305,1.469,"Poorly Protected","Not Protected"
"Selago peduncularis",873.7,877,"Well Protected","Well Protected",866.23,854.78,"Well Protected","Well Protected"
"Selago persimilis",0.19,0.19,"Not Protected","Not Protected",0.19,0.095,"Not Protected","Not Protected"
"Selago tenuis",10,10,"Poorly Protected","Poorly Protected",5,10,"Poorly Protected","Poorly Protected"
"Senecio achilleifolius",43330.15,16950.1,"Well Protected","Well Protected",43330.15,16950.1,"Well Protected","Well Protected"
"Senecio brachypodus",11196.25,10009.9,"Well Protected","Well Protected",10680.59,9340.615,"Well Protected","Well Protected"
"Senecio cotyledonis",35845.6,14820.7,"Well Protected","Well Protected",35844.6,14483.15,"Well Protected","Well Protected"
"Senecio glaberrimus",6660209.09090909,5632809.09090909,"Well Protected","Well Protected",6196422.72727273,3794371.81818182,"Well Protected","Well Protected"
"Senecio hirtifolius",1.26,1.26,"Not Protected","Not Protected",0.63,0.126,"Not Protected","Not Protected"
"Senecio hollandii",973.15,949.85,"Well Protected","Well Protected",916.725,837.62,"Well Protected","Well Protected"
"Senecio oxyriifolius",3255977.77777778,3078405.55555556,"Well Protected","Well Protected",2933643.88888889,2488213.88888889,"Well Protected","Well Protected"
"Senecio puberulus",196.63,121.58,"Well Protected","Well Protected",196.53,121.58,"Well Protected","Well Protected"
"Senecio rhyncholaenus",6885.9,6447.6,"Well Protected","Well Protected",6462.545,5328.655,"Well Protected","Well Protected"
"Senecio sophioides",2461,2462.54,"Well Protected","Well Protected",1493.765,1440.269,"Well Protected","Well Protected"
"Senecio venosus",3247016.66666667,2816100,"Well Protected","Well Protected",3247016.66666667,2816100,"Well Protected","Well Protected"
"Sericorema sericea",2353,2355.6,"Well Protected","Well Protected",2353,2355.6,"Well Protected","Well Protected"
"Seriphium incanum",34038,34023.1,"Well Protected","Well Protected",19352.96,16304.71,"Well Protected","Well Protected"
"Serruria decipiens",2956.54101995565,2514.41241685144,"Well Protected","Well Protected",2361.38580931264,1006.15299334812,"Well Protected","Well Protected"
"Serruria fucifolia",350.642201834862,253.394495412844,"Well Protected","Well Protected",299.816513761468,50.8073394495413,"Well Protected","Moderately Protected"
"Sesbania sesban subsp. sesban",183517.9,178918,"Well Protected","Well Protected",179954.15,107764.8,"Well Protected","Well Protected"
"Siphonochilus aethiopicus",3.94859694631978,3.92588868515999,"Not Protected","Not Protected",3.53806327049658,2.03008686173943,"Not Protected","Not Protected"
"Sisyranthus huttoniae",7583.80952380952,3546.75324675325,"Well Protected","Well Protected",6900.4329004329,1810.93506493506,"Well Protected","Well Protected"
"Solenostemon latifolius",3838.8,3573.4,"Well Protected","Well Protected",3153.72,2201.395,"Well Protected","Well Protected"
"Sonchus jacottetianus",40,40,"Poorly Protected","Poorly Protected",40,30,"Poorly Protected","Poorly Protected"
"Sorocephalus lanatus",4493.73232799246,4495.42884071631,"Well Protected","Well Protected",2749.2931196984,2302.26672950047,"Well Protected","Well Protected"
"Spatalla salsoloides",21.2,21.2,"Poorly Protected","Poorly Protected",10.6,10.6,"Poorly Protected","Poorly Protected"
"Staavia verticillata",100.656598818122,100.656598818122,"Well Protected","Well Protected",50.3282994090611,50.3282994090611,"Moderately Protected","Moderately Protected"
"Stangeria eriopus",2713.25,2713.8,"Well Protected","Well Protected",2524.645,1611.215,"Well Protected","Well Protected"
"Stipagrostis geminifolia",128.6,82.15,"Well Protected","Moderately Protected",55.205,8.215,"Moderately Protected","Poorly Protected"
"Stoebe prostrata",255.71,255.08,"Well Protected","Well Protected",136.8,128.982,"Well Protected","Well Protected"
"Stomatium alboroseum",843.243243243243,0,"Well Protected","Not Protected",843.243243243243,0,"Well Protected","Not Protected"
"Stomatium paucidens",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Streptocarpus fenestra-dei",87.1518879207244,84.315735520246,"Moderately Protected","Moderately Protected",87.1433452930121,84.3071928925337,"Moderately Protected","Moderately Protected"
"Streptocarpus pusillus",12134.95,11704.65,"Well Protected","Well Protected",11671.5,6207.37,"Well Protected","Well Protected"
"Strophanthus petersianus",8324.1,6790.25,"Well Protected","Well Protected",7755.075,6622.48,"Well Protected","Well Protected"
"Struthiola myrsinites",70676.8,70533.4,"Well Protected","Well Protected",40278.28,37009.17,"Well Protected","Well Protected"
"Suregada africana",13021.4,12780.1,"Well Protected","Well Protected",10423.43,10305.66,"Well Protected","Well Protected"
"Synaptolepis oliveriana",7274.3,7273.1,"Well Protected","Well Protected",7215.1,3506.85,"Well Protected","Well Protected"
"Syncarpha loganiana",791.15,744.1,"Well Protected","Well Protected",694.025,387.1,"Well Protected","Well Protected"
"Syncolostemon macranthus",1012.25,917.6,"Well Protected","Well Protected",834.59,472.265,"Well Protected","Well Protected"
"Syringodea derustensis",35.8,35.8,"Poorly Protected","Poorly Protected",19.05,17.9,"Poorly Protected","Poorly Protected"
"Tapinanthus oleifolius",120396.8,97548.3,"Well Protected","Well Protected",101922.32,86319.28,"Well Protected","Well Protected"
"Tapinanthus rubromarginatus",12292,10918,"Well Protected","Well Protected",10663.29,6986.95,"Well Protected","Well Protected"
"Tenaxia aureocephala",1521.32132132132,1521.32132132132,"Well Protected","Well Protected",1521.32132132132,760.660660660661,"Well Protected","Well Protected"
"Tephrosia brummittii",5697.8,5712.6,"Well Protected","Well Protected",5697.8,5712.6,"Well Protected","Well Protected"
"Tetrachne dregei",28162.8,5967.2,"Well Protected","Well Protected",27482.325,4093.31,"Well Protected","Well Protected"
"Tetraena chrysopteron",10019.7,5132.5,"Well Protected","Well Protected",10019.675,4880.125,"Well Protected","Well Protected"
"Tetraena decumbens",36634.8348348348,35264.8648648649,"Well Protected","Well Protected",7047.56756756757,16217.987987988,"Well Protected","Well Protected"
"Tetraena retrofracta",60777.6,59086.1,"Well Protected","Well Protected",39328.66,43133.54,"Well Protected","Well Protected"
"Tetragonia pillansii",4622.3,4465.8,"Well Protected","Well Protected",2311.15,4465.8,"Well Protected","Well Protected"
"Tetragonia portulacoides",1148,1116.6,"Well Protected","Well Protected",1148,1116.6,"Well Protected","Well Protected"
"Tetraria microstachys",18527.4,18416.2,"Well Protected","Well Protected",10625.52,9453.94,"Well Protected","Well Protected"
"Thamnochortus erectus",12811.1,12110.5,"Well Protected","Well Protected",12811.1,12110.5,"Well Protected","Well Protected"
"Thamnochortus sporadicus",4049.8,4034.45,"Well Protected","Well Protected",2329.125,1989.025,"Well Protected","Well Protected"
"Thereianthus racemosus",451.7,451.7,"Well Protected","Well Protected",225.85,284.9,"Well Protected","Well Protected"
"Thesium asperifolium",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Thesium carinatum",84195.3,84124.9,"Well Protected","Well Protected",52739.99,43544.03,"Well Protected","Well Protected"
"Thesium hirtum",1696.15,1697.45,"Well Protected","Well Protected",966.04,924.81,"Well Protected","Well Protected"
"Thesium virens",320.01,320.08,"Well Protected","Well Protected",319.97,172.284,"Well Protected","Well Protected"
"Thespesia acutiloba",16807.4,15708.3,"Well Protected","Well Protected",11123.69,12672.78,"Well Protected","Well Protected"
"Thorncroftia media",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Thorncroftia succulenta",151.12,129.57,"Well Protected","Well Protected",132.303,118.37,"Well Protected","Well Protected"
"Tiliacora funifera",285.78431372549,285.78431372549,"Well Protected","Well Protected",285.78431372549,172.941176470588,"Well Protected","Well Protected"
"Trachyandra aridimontana",1914.1,1914.25,"Well Protected","Well Protected",191.41,191.425,"Well Protected","Well Protected"
"Trachyandra filiformis",4484.7,4418.7,"Well Protected","Well Protected",1834.1,2175.26,"Well Protected","Well Protected"
"Trachyandra thyrsoidea",34.85,34.9,"Poorly Protected","Poorly Protected",17.575,34.9,"Poorly Protected","Poorly Protected"
"Tragia minor",17.3,0,"Poorly Protected","Not Protected",17.025,0,"Poorly Protected","Not Protected"
"Tragia physocarpa",14.5877378435518,0,"Poorly Protected","Not Protected",14.5877378435518,0,"Poorly Protected","Not Protected"
"Trianthema salsoloides var. transvaalensis",491547.447447447,481270.570570571,"Well Protected","Well Protected",491547.447447447,481270.570570571,"Well Protected","Well Protected"
"Triaspis hypericoides subsp. nelsonii",2142.95,1944.65,"Well Protected","Well Protected",1875.35,1493.085,"Well Protected","Well Protected"
"Trichodiadema decorum",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Trieenea frigida",10,10,"Poorly Protected","Poorly Protected",5,5,"Poorly Protected","Poorly Protected"
"Trieenea longipedicellata",102.935889754344,102.935889754344,"Well Protected","Well Protected",51.467944877172,51.467944877172,"Moderately Protected","Moderately Protected"
"Trifolium africanum",47298,34508.2,"Well Protected","Well Protected",42365.88,18820,"Well Protected","Well Protected"
"Trifolium burchellianum subsp. burchellianum",67228.2,39200.4,"Well Protected","Well Protected",64675.24,22722.99,"Well Protected","Well Protected"
"Trisetopsis capensis",3905.3,3561.8,"Well Protected","Well Protected",3905.3,3561.8,"Well Protected","Well Protected"
"Tritonia bakeri subsp. bakeri",2095.95,1956.5,"Well Protected","Well Protected",1567.6,1519.95,"Well Protected","Well Protected"
"Tritoniopsis toximontana",4.05565925674529,4.05565925674529,"Not Protected","Not Protected",2.02782962837265,4.05565925674529,"Not Protected","Not Protected"
"Triumfetta pilosa",21240,18233.95,"Well Protected","Well Protected",21240,18233.95,"Well Protected","Well Protected"
"Tulbaghia galpinii",7410.5,1473.2,"Well Protected","Well Protected",7410.5,1473.2,"Well Protected","Well Protected"
"Tylecodon reticulatus subsp. phyllopodium",4992.9,4282,"Well Protected","Well Protected",1140.18,4282,"Well Protected","Well Protected"
"Tylosema esculentum",547.65,385.3,"Well Protected","Well Protected",547.65,385.3,"Well Protected","Well Protected"
"Urochloa brachyura",12015.4,8344,"Well Protected","Well Protected",9600.04,3426.53,"Well Protected","Well Protected"
"Ursinia filipes",115.59,115.61,"Well Protected","Well Protected",58.25,57.511,"Moderately Protected","Moderately Protected"
"Ursinia heterodonta",26164.05,25576.45,"Well Protected","Well Protected",19703.51,15816.705,"Well Protected","Well Protected"
"Ursinia nana subsp. nana",851651.651651652,551926.426426426,"Well Protected","Well Protected",851651.651651652,551926.426426426,"Well Protected","Well Protected"
"Ursinia sericea",17655.45,17585.9,"Well Protected","Well Protected",11274.175,9613.02,"Well Protected","Well Protected"
"Vachellia erioloba",140937,129029.7,"Well Protected","Well Protected",134279.66,120116.95,"Well Protected","Well Protected"
"Vachellia nebrownii",4835.5,4863.3,"Well Protected","Well Protected",4380.1,3245.58,"Well Protected","Well Protected"
"Vachellia nilotica subsp. kraussiana",1681983.33333333,1579647.22222222,"Well Protected","Well Protected",1598277.77777778,1059714.58333333,"Well Protected","Well Protected"
"Vachellia robusta subsp. robusta",4834.35,4377.05,"Well Protected","Well Protected",4366.32,3379.205,"Well Protected","Well Protected"
"Vahlia capensis subsp. vulgaris",66205.2,63198.2,"Well Protected","Well Protected",66205.2,63198.2,"Well Protected","Well Protected"
"Vangueria soutpansbergensis",56,0,"Moderately Protected","Not Protected",5.6,0,"Poorly Protected","Not Protected"
"Vigna unguiculata subsp. dekindtiana",156208.565737052,134652.988047809,"Well Protected","Well Protected",150532.589641434,121620,"Well Protected","Well Protected"
"Viscum hoolei",13402.9,13328.9,"Well Protected","Well Protected",11064.49,7729.31,"Well Protected","Well Protected"
"Wahlenbergia capensis",12435.2,12322.1,"Well Protected","Well Protected",12435.2,12322.1,"Well Protected","Well Protected"
"Wahlenbergia costata",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Wahlenbergia juncea",7183.9,877.2,"Well Protected","Well Protected",7146.25,760.25,"Well Protected","Well Protected"
"Wahlenbergia longifolia",1565.65,1476.65,"Well Protected","Well Protected",1565.65,1476.65,"Well Protected","Well Protected"
"Wahlenbergia paniculata",4053,3521.9,"Well Protected","Well Protected",4053,3521.9,"Well Protected","Well Protected"
"Wahlenbergia rivularis",4684.9,4561.35,"Well Protected","Well Protected",4435.385,2520.05,"Well Protected","Well Protected"
"Wahlenbergia tenerrima",45984.3,27561.85,"Well Protected","Well Protected",38866.565,17398.965,"Well Protected","Well Protected"
"Warburgia salutaris",23.3,22.12,"Poorly Protected","Poorly Protected",15.994,13.496,"Poorly Protected","Poorly Protected"
"Watsonia borbonica subsp. ardernei",350.2,350.8,"Well Protected","Well Protected",175.1,151.37,"Well Protected","Well Protected"
"Watsonia vanderspuyiae",9791.5,9814.3,"Well Protected","Well Protected",5008.85,5706.65,"Well Protected","Well Protected"
"Watsonia versfeldii",51.31,51.31,"Moderately Protected","Moderately Protected",25.655,29.98,"Poorly Protected","Poorly Protected"
"Watsonia wilmsii",1720,1719.25,"Well Protected","Well Protected",1679.325,1430.11,"Well Protected","Well Protected"
"Wiborgia obcordata",14979.9,14786.2,"Well Protected","Well Protected",14979.9,14786.2,"Well Protected","Well Protected"
"Wurmbea angustifolia",7316,7217.95,"Well Protected","Well Protected",7175.175,6788.4,"Well Protected","Well Protected"
"Wurmbea spicata",2232.3,2242.05,"Well Protected","Well Protected",1338.71,1303.22,"Well Protected","Well Protected"
"Wurmbea stricta",2562.8,2577.6,"Well Protected","Well Protected",1438.47,1657.66,"Well Protected","Well Protected"
"Xylia torreana",551.1,551.15,"Well Protected","Well Protected",551.1,275.575,"Well Protected","Well Protected"
"Xysmalobium confusum",119.55,109.18,"Well Protected","Well Protected",119.38,102.765,"Well Protected","Well Protected"
"Zaluzianskya distans",68.97,69.43,"Moderately Protected","Moderately Protected",65.4,40.42,"Moderately Protected","Poorly Protected"
"Zaluzianskya glandulosa",30,30,"Poorly Protected","Poorly Protected",15,15,"Poorly Protected","Poorly Protected"
"Zaluzianskya inflata",458.8,459.05,"Well Protected","Well Protected",406.105,258.8,"Well Protected","Well Protected"
"Zaluzianskya natalensis",3855.8,3276.85,"Well Protected","Well Protected",3208.805,1784.4,"Well Protected","Well Protected"
"Zaluzianskya regalis",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Zaluzianskya spathacea",27798.1,25318.1,"Well Protected","Well Protected",25437.25,13312.9,"Well Protected","Well Protected"
"Zehneria parvifolia",1707.35,1711.7,"Well Protected","Well Protected",1707.35,1711.7,"Well Protected","Well Protected"
"Zyrphelis ecklonis subsp. strictifolia",50,50,"Moderately Protected","Moderately Protected",25,45,"Poorly Protected","Poorly Protected"
"Zyrphelis leiocarpa",473,473.05,"Well Protected","Well Protected",236.5,236.245,"Well Protected","Well Protected"
